x-axis,1,2
second,Volt,Volt
-100.002E-06,+60.301507E-03,+60.301507E-03
-99.902E-06,+43.969849E-03,+75.376884E-03
-99.802E-06,+45.226130E-03,+60.301507E-03
-99.702E-06,+60.301507E-03,+75.376884E-03
-99.602E-06,+60.301507E-03,+65.326632E-03
-99.502E-06,+80.402009E-03,+65.326632E-03
-99.402E-06,+60.301507E-03,+65.326632E-03
-99.302E-06,+80.402009E-03,+80.402009E-03
-99.202E-06,+80.402009E-03,+80.402009E-03
-99.102E-06,+65.326632E-03,+80.402009E-03
-99.002E-06,+64.070351E-03,+84.170853E-03
-98.902E-06,+80.402009E-03,+94.221105E-03
-98.802E-06,+80.402009E-03,+100.502511E-03
-98.702E-06,+80.402009E-03,+80.402009E-03
-98.602E-06,+80.402009E-03,+100.502511E-03
-98.502E-06,+80.402009E-03,+105.527637E-03
-98.402E-06,+100.502511E-03,+100.502511E-03
-98.302E-06,+100.502511E-03,+100.502511E-03
-98.202E-06,+100.502511E-03,+104.271356E-03
-98.102E-06,+100.502511E-03,+120.603014E-03
-98.002E-06,+100.502511E-03,+135.678391E-03
-97.902E-06,+120.603014E-03,+120.603014E-03
-97.802E-06,+120.603014E-03,+120.603014E-03
-97.702E-06,+120.603014E-03,+120.603014E-03
-97.602E-06,+120.603014E-03,+120.603014E-03
-97.502E-06,+120.603014E-03,+134.422109E-03
-97.402E-06,+120.603014E-03,+120.603014E-03
-97.302E-06,+120.603014E-03,+140.703516E-03
-97.202E-06,+140.703516E-03,+155.778893E-03
-97.102E-06,+125.628139E-03,+140.703516E-03
-97.002E-06,+135.678391E-03,+140.703516E-03
-96.902E-06,+140.703516E-03,+140.703516E-03
-96.802E-06,+140.703516E-03,+144.472360E-03
-96.702E-06,+140.703516E-03,+140.703516E-03
-96.602E-06,+160.804018E-03,+155.778893E-03
-96.502E-06,+160.804018E-03,+160.804018E-03
-96.402E-06,+155.778893E-03,+160.804018E-03
-96.302E-06,+160.804018E-03,+160.804018E-03
-96.202E-06,+160.804018E-03,+180.904521E-03
-96.102E-06,+160.804018E-03,+165.829144E-03
-96.002E-06,+160.804018E-03,+180.904521E-03
-95.902E-06,+165.829144E-03,+180.904521E-03
-95.802E-06,+164.572863E-03,+164.572863E-03
-95.702E-06,+180.904521E-03,+180.904521E-03
-95.602E-06,+180.904521E-03,+164.572863E-03
-95.502E-06,+165.829144E-03,+180.904521E-03
-95.402E-06,+180.904521E-03,+195.979897E-03
-95.302E-06,+180.904521E-03,+194.723616E-03
-95.202E-06,+180.904521E-03,+180.904521E-03
