x-axis	1	2
second	Volt	Volt
-0.01	0.040201	0.1997487
-0.00999	0.040201	0.201005
-0.00998	0.0389447	0.201005
-0.00997	0.040201	0.2211055
-0.00996	0.040201	0.2211055
-0.00995	0.0603015	0.2211055
-0.00994	0.040201	0.2211055
-0.00993	0.0603015	0.2211055
-0.00992	0.0603015	0.2211055
-0.00991	0.0603015	0.2211055
-0.0099	0.0603015	0.2211055
-0.00989	0.0690955	0.2211055
-0.00988	0.0791457	0.201005
-0.00987	0.0690955	0.2110553
-0.00986	0.0791457	0.2211055
-0.00985	0.080402	0.2110553
-0.00984	0.080402	0.2211055
-0.00983	0.089196	0.2211055
-0.00982	0.080402	0.2211055
-0.00981	0.0904523	0.2211055
-0.0098	0.080402	0.2211055
-0.00979	0.0904523	0.2211055
-0.00978	0.1005025	0.2211055
-0.00977	0.1005025	0.2211055
-0.00976	0.1005025	0.2211055
-0.00975	0.1105528	0.2211055
-0.00974	0.120603	0.2399497
-0.00973	0.120603	0.2211055
-0.00972	0.120603	0.2399497
-0.00971	0.120603	0.2311558
-0.0097	0.120603	0.2399497
-0.00969	0.1306533	0.2211055
-0.00968	0.120603	0.2211055
-0.00967	0.1407035	0.2298995
-0.00966	0.1407035	0.2211055
-0.00965	0.1407035	0.2211055
-0.00964	0.1407035	0.2211055
-0.00963	0.1407035	0.2298995
-0.00962	0.1407035	0.2211055
-0.00961	0.1507538	0.241206
-0.0096	0.1407035	0.241206
-0.00959	0.160804	0.241206
-0.00958	0.160804	0.241206
-0.00957	0.1708543	0.2311558
-0.00956	0.160804	0.241206
-0.00955	0.160804	0.2298995
-0.00954	0.160804	0.2211055
-0.00953	0.169598	0.241206
-0.00952	0.1809045	0.241206
-0.00951	0.1708543	0.241206
-0.0095	0.1809045	0.241206
-0.00949	0.1896985	0.241206
-0.00948	0.1809045	0.241206
-0.00947	0.1909548	0.2298995
-0.00946	0.1809045	0.241206
-0.00945	0.1896985	0.241206
-0.00944	0.201005	0.2211055
-0.00943	0.201005	0.2298995
-0.00942	0.201005	0.241206
-0.00941	0.201005	0.241206
-0.0094	0.201005	0.241206
-0.00939	0.2211055	0.241206
-0.00938	0.2211055	0.2600502
-0.00937	0.2211055	0.241206
-0.00936	0.2211055	0.241206
-0.00935	0.2211055	0.241206
-0.00934	0.2211055	0.2399497
-0.00933	0.2311558	0.241206
-0.00932	0.2211055	0.2399497
-0.00931	0.2311558	0.2311558
-0.0093	0.241206	0.241206
-0.00929	0.241206	0.241206
-0.00928	0.241206	0.241206
-0.00927	0.2512563	0.241206
